0,0,0,1,0,0,0
0,0,0,4,1,26.565,0
0,0,0,4,-1,333.44,0
0,0,0,-1,0,0,1
0,0,0,-4,-1,26.565,1
0,0,0,-4,1,333.44,1
0,0,26.565,2,1,26.565,0
0,0,26.565,3,2,45,0
0,0,26.565,4,1,0,0
0,0,26.565,-2,-1,26.565,1
0,0,26.565,-3,-2,45,1
0,0,26.565,-4,-1,0,1
0,0,45,1,1,45,0
0,0,45,2,3,63.435,0
0,0,45,3,2,26.565,0
0,0,45,-1,-1,45,1
0,0,45,-2,-3,63.435,1
0,0,45,-3,-2,26.565,1
0,0,63.435,1,2,63.435,0
0,0,63.435,1,4,90,0
0,0,63.435,2,3,45,0
0,0,63.435,-1,-2,63.435,1
0,0,63.435,-1,-4,90,1
0,0,63.435,-2,-3,45,1
0,0,90,0,1,90,0
0,0,90,-1,4,116.56,0
0,0,90,1,4,63.435,0
0,0,90,0,-1,90,1
0,0,90,1,-4,116.56,1
0,0,90,-1,-4,63.435,1
0,0,116.56,-1,2,116.56,0
0,0,116.56,-2,3,135,0
0,0,116.56,-1,4,90,0
0,0,116.56,1,-2,116.56,1
0,0,116.56,2,-3,135,1
0,0,116.56,1,-4,90,1
0,0,135,-1,1,135,0
0,0,135,-3,2,153.44,0
0,0,135,-2,3,116.56,0
0,0,135,1,-1,135,1
0,0,135,3,-2,153.44,1
0,0,135,2,-3,116.56,1
0,0,153.44,-2,1,153.44,0
0,0,153.44,-4,1,180,0
0,0,153.44,-3,2,135,0
0,0,153.44,2,-1,153.44,1
0,0,153.44,4,-1,180,1
0,0,153.44,3,-2,135,1
0,0,180,-1,0,180,0
0,0,180,-4,-1,206.56,0
0,0,180,-4,1,153.44,0
0,0,180,1,0,180,1
0,0,180,4,1,206.56,1
0,0,180,4,-1,153.44,1
0,0,206.56,-2,-1,206.56,0
0,0,206.56,-3,-2,225,0
0,0,206.56,-4,-1,180,0
0,0,206.56,2,1,206.56,1
0,0,206.56,3,2,225,1
0,0,206.56,4,1,180,1
0,0,225,-1,-1,225,0
0,0,225,-2,-3,243.44,0
0,0,225,-3,-2,206.56,0
0,0,225,1,1,225,1
0,0,225,2,3,243.44,1
0,0,225,3,2,206.56,1
0,0,243.44,-1,-2,243.44,0
0,0,243.44,-1,-4,270,0
0,0,243.44,-2,-3,225,0
0,0,243.44,1,2,243.44,1
0,0,243.44,1,4,270,1
0,0,243.44,2,3,225,1
0,0,270,0,-1,270,0
0,0,270,1,-4,296.56,0
0,0,270,-1,-4,243.44,0
0,0,270,0,1,270,1
0,0,270,-1,4,296.56,1
0,0,270,1,4,243.44,1
0,0,296.56,1,-2,296.56,0
0,0,296.56,2,-3,315,0
0,0,296.56,1,-4,270,0
0,0,296.56,-1,2,296.56,1
0,0,296.56,-2,3,315,1
0,0,296.56,-1,4,270,1
0,0,315,1,-1,315,0
0,0,315,3,-2,333.44,0
0,0,315,2,-3,296.56,0
0,0,315,-1,1,315,1
0,0,315,-3,2,333.44,1
0,0,315,-2,3,296.56,1
0,0,333.44,2,-1,333.44,0
0,0,333.44,4,-1,0,0
0,0,333.44,3,-2,315,0
0,0,333.44,-2,1,333.44,1
0,0,333.44,-4,1,0,1
0,0,333.44,-3,2,315,1
